wallet,timestamp,net_worth,holdings_pnl,jup_holdings,detailed_pnl_data,status
61rVn8zeoikzFuT2cuXAd3Qv9RxhMDvG52xL4LHLv7Nu,2025-10-04 17:23:37,$0.00,"+$2,232,444.32",0.00,"Swap
Pro
Perps
Lend
Beta
Portfolio
More
Search
Connect
Dashboard
Airdrop Checker
Wallet Manager
Proof of humanity required
Did you know
Jupiter Mobile shows you both holdings & positions natively.
Download the app →
61
61rV...v7Nu
Search for address
⌘K
Net Worth
$0.00
0.00 SOL
Holdings PnL
+$2,232,404.15
New
JUP Holdings
0.00
JUP Staked
0.00%
Positions
Activity
61rV...v7Nu - $0.00
Bug
Feedback
No asset detected
You don’t have any assets in your wallet yet. Once you hold some, they’ll appear here.
Swap
Portfolio | Jupiter
Trader
61rVn…Lv7Nu
41.08 SOL
7.4625 USDC
20
Tokens
View Portfolio
Trader PnL
Updated
11s ago
1d
7d
30d
All
Summary Stats
Summary
Holdings
$6.43M
Unrealised PnL
+$1.22K
+11.78%
Total PnL
+$2.23M
+108.84%
Analysis
Win Rate
31.03%
Realised PnL
+$2.23M
(+109.33%)
Txns
279
49
/
230
Avg PnL per Asset
$112K
Avg Buy Value
$103K
Distribution
PnL %
Count (Rate)
> 500%
6
(30%)
200% - 500%
0
(0%)
50% - 200%
1
(5%)
0% - 50%
3
(15%)
< -50%
10
(50%)
Recently Traded
Live
Positions
Most
Profitable
Activity
Price
USD
Last Traded
Unrealised
Realised
Total PnL
Balance
Bought / Avg
Sold / Avg
Position %
JitoSOL
14d
+$5.028
+28.43%
-$0.58144
-0.26%
+$4.4465
+1.87%
$22.71
0.08119
$372.30
$211.76
$219.87
$207.23
4.62%
dzSOL
27d
+$1.21K
+11.75%
Holding
+$1.21K
+11.75%
$11.5K
50.03
$10.3K
$205.91
$0.00
-
100%
POKT
127d
$0.00
0%
Holding
$0.00
0%
$0.00
0.00
$3.30K
$0.045586
$0.00
-
0.00%
sSOL
133d
Sold all
-$4.9709
-21.48%
-$4.9709
-21.48%
$0.00
0.00
$23.14
$240.50
$18.17
$188.85
0.00%
8CHAN
234d
Sold all
+$117.63
+0.4%
+$117.63
+0.4%
$0.00
0.00
$29.7K
$0.033185
$63.0K
$0.0091591
0.00%
LUX
235d
Sold all
-$11.9K
-100%
-$11.9K
-100%
$0.00
0.00
$11.9K
$0.0087708
$28.2K
$0.0050845
0.00%
CAR
236d
Sold all
-$1.39K
-13.96%
-$1.39K
-13.96%
$0.00
0.00
$9.95K
$0.65253
$81.6K
$0.33985
0.00%
IMRAN
244d
$0.00
0%
-$32.3K
-81.5%
-$32.3K
-81.5%
$0.00
0.00
$62.9K
$0.0372325
$7.34K
$0.031338
0.00%
RICH
245d
Sold all
-$3.84K
-33.02%
-$3.84K
-33.02%
$0.00
0.00
$11.6K
$0.0045443
$7.79K
$0.0030437
0.00%
PKIN
248d
Sold all
+$55.8K
+488.03%
+$55.8K
+488.03%
$0.00
0.00
$11.4K
$0.036948
$88.2K
$0.12579
0.00%
Seek
250d
Sold all
-$23.5K
-100%
-$23.5K
-100%
$0.00
0.00
$23.5K
$0.03389
$9.47K
$0.010185
0.00%
FAFO
250d
Sold all
+$335K
+14x
+$335K
+14x
$0.00
0.00
$24.0K
$0.066579
$928K
$0.024034
0.00%
TRUMP
252d
$0.00
0%
+$1.88M
+110.63%
+$1.88M
+110.63%
$1.3784
0.180
$1.70M
$2.3871
$5.17M
$5.3466
0.0000253%
ALON
253d
Sold all
-$50.1K
-100%
-$50.1K
-100%
$0.00
0.00
$50.1K
$0.18389
$145K
$0.0026671
0.00%",success
